study_id	bioproject_id	sample_id	library_strategy	organism	organism_enriched	organism_ontology	tissue	tissue_enriched	tissue_ontology	cell_type	cell_type_enriched	cell_type_ontology	cell_line	cell_line_enriched	cell_line_ontology	strain	strain_enriched	strain_ontology	developmental_stage	developmental_stage_enriched	developmental_stage_ontology	genotype	genotype_enriched	genotype_ontology	age	age_enriched	age_ontology	sex	sex_enriched	sex_ontology	condition	condition_enriched	condition_ontology	treatment	treatment_enriched	treatment_ontology	timepoint	timepoint_enriched	timepoint_ontology	replicate	replicate_enriched	replicate_ontology	batch	batch_enriched	batch_ontology	disease	disease_enriched	disease_ontology	stress	stress_enriched	stress_ontology	temperature	temperature_enriched	temperature_ontology	growth_condition	growth_condition_enriched	growth_condition_ontology	sample_title	sample_description
PRJNA1104180		SRS21112316	OTHER	Danio rerio	no	NCBITaxon:7955	whole embryo	no		cell	no	CL:0000000		no			no		50% epi stage	no		wild type	no			no			no			no		uninjected	no			no			no			no			no			no			no			no		Zebrafish, Riboseq, low dose, uninj2	
PRJNA1104180		SRS21112317	OTHER	Danio rerio	no	NCBITaxon:7955	whole embryo	no		cell	no	CL:0000000		no			no		50% epi stage	no		wild type	no			no			no			no		dsRNA	no			no			no			no			no			no			no			no		Zebrafish, Riboseq, low dose, dsRNA1	
PRJNA1104180		SRS21112318	OTHER	Danio rerio	no	NCBITaxon:7955	whole embryo	no		cell	no	CL:0000000		no			no		50% epi stage	no		wild type	no			no			no			no		dsRNA	no			no			no			no			no			no			no			no		Zebrafish, Riboseq, low dose, dsRNA2	
PRJNA1104180		SRS21112319	OTHER	Danio rerio	no	NCBITaxon:7955	whole embryo	no		cell	no	CL:0000000		no			no		50% epi stage	no		wild type	no			no			no			no		uninjected	no			no			no			no			no			no			no			no		Zebrafish, Riboseq, high dose, uninj1	
PRJNA1104180		SRS21112320	OTHER	Danio rerio	no	NCBITaxon:7955	whole embryo	no		cell	no	CL:0000000		no			no		50% epi stage	no		wild type	no			no			no			no		uninjected	no			no			no			no			no			no			no			no		Zebrafish, Riboseq, high dose, uninj2	
PRJNA1104180		SRS21112321	OTHER	Danio rerio	no	NCBITaxon:7955	whole embryo	no		cell	no	CL:0000000		no			no		50% epi stage	no		wild type	no			no			no			no		dsRNA	no			no			no			no			no			no			no			no		Zebrafish, Riboseq, high dose, dsRNA1	
PRJNA1104180		SRS21112322	OTHER	Danio rerio	no	NCBITaxon:7955	whole embryo	no		cell	no	CL:0000000		no			no		50% epi stage	no		wild type	no			no			no			no		dsRNA	no			no			no			no			no			no			no			no		Zebrafish, Riboseq, high dose, dsRNA2	
PRJNA871254		SRS14724783	RNA-Seq	Danio rerio	no	NCBITaxon:7955	embryo	no	UBERON:0000922		no			no		AB	no			no			no		72 hpf	no			no			no			no			no			no			no			no			no			no			no		wild-type zebrafish embryos RNA-seq 72 hpf	
PRJNA871254		SRS14724784	RNA-Seq	Danio rerio	no	NCBITaxon:7955	embryo	no	UBERON:0000922		no			no		Mycn mutant	no			no			no		72 hpf	no			no			no			no			no			no			no			no			no			no			no		Mycn mutant zebrafish embryos RNA-seq 72 hpf	
PRJNA871254		SRS14724785	OTHER	Danio rerio	no	NCBITaxon:7955	embryo	no	UBERON:0000922		no			no		AB	no			no			no		72 hpf	no			no			no			no			no			no			no			no			no			no			no		wild-type zebrafish embryos Ribo-seq 72 hpf replicate 1	
PRJNA871254		SRS14724786	OTHER	Danio rerio	no	NCBITaxon:7955	embryo	no	UBERON:0000922		no			no		AB	no			no			no		72 hpf	no			no			no			no			no			no			no			no			no			no			no		wild-type zebrafish embryos Ribo-seq 72 hpf replicate 2	
PRJNA871254		SRS14724787	OTHER	Danio rerio	no	NCBITaxon:7955	embryo	no	UBERON:0000922		no			no		Mycn mutant	no			no			no		72 hpf	no			no			no			no			no			no			no			no			no			no			no		Mycn mutant zebrafish embryos Ribo-seq 72 hpf replicate 1	
PRJNA871254		SRS14724788	OTHER	Danio rerio	no	NCBITaxon:7955	embryo	no	UBERON:0000922		no			no		Mycn mutant	no			no			no		72 hpf	no			no			no			no			no			no			no			no			no			no			no		Mycn mutant zebrafish embryos Ribo-seq 72 hpf replicate 2	
PRJNA989134		SRS18104445	OTHER	Danio rerio	no	NCBITaxon:7955	whole embryo	no			no			no			no			no		Wild type AB strain	no			no			no			no		injected with sfGFP mRNAs at 1-cell stage	no			no			no			no			no			no			no			no		Whole embryo, disome footprints, 4 hpf rep1	
PRJNA989134		SRS18104443	OTHER	Danio rerio	no	NCBITaxon:7955	whole embryo	no			no			no			no			no		Wild type AB strain	no			no			no			no		injected with sfGFP mRNAs at 1-cell stage	no			no			no			no			no			no			no			no		Whole embryo, disome footprints, 4 hpf rep2	
PRJNA989134		SRS18104444	OTHER	Danio rerio	no	NCBITaxon:7955	whole embryo	no			no			no			no			no		Wild type AB strain	no			no			no			no		injected with sfGFP mRNAs at 1-cell stage	no			no			no			no			no			no			no			no		Whole embryo, monosome footprints, 4 hpf rep1	
PRJNA989134		SRS18104446	OTHER	Danio rerio	no	NCBITaxon:7955	whole embryo	no			no			no			no			no		Wild type AB strain	no			no			no			no		injected with sfGFP mRNAs at 1-cell stage	no			no			no			no			no			no			no			no		Whole embryo, monosome footprints, 4 hpf rep2	
PRJNA1009807		SRS18719060	RNA-Seq	Danio rerio	no	NCBITaxon:7955	blastula	no	UBERON:0000307		no			no		TLAB strain	no		Sphere (4 hpf)	no		WT	no			no			no			no			no			no			no			no			no			no			no			no		WT sphere (4 hpf) RNA-seq rep1	
PRJNA1009807		SRS18719061	RNA-Seq	Danio rerio	no	NCBITaxon:7955	blastula	no	UBERON:0000307		no			no		TLAB strain	no		Sphere (4 hpf)	no		WT	no			no			no			no			no			no			no			no			no			no			no			no		WT sphere (4 hpf) RNA-seq rep2	
PRJNA1009807		SRS18719064	RNA-Seq	Danio rerio	no	NCBITaxon:7955	gastrula	no	UBERON:0004734		no			no		TLAB strain	no		Bud (10 hpf)	no		WT	no			no			no			no			no			no			no			no			no			no			no			no		WT bud (10 hpf) RNA-seq rep1	
PRJNA1009807		SRS18719063	RNA-Seq	Danio rerio	no	NCBITaxon:7955	gastrula	no	UBERON:0004734		no			no		TLAB strain	no		Bud (10 hpf)	no		WT	no			no			no			no			no			no			no			no			no			no			no			no		WT bud (10 hpf) RNA-seq rep2	
PRJNA726251		SRS8805905	OTHER	Danio rerio	no	NCBITaxon:7955	whole embryo	no			no			no		AB	no			no			no			no			no			no		PACE library injected	no			no			no			no			no			no			no			no		zebrafish_monosome_codontag_rep1	
PRJNA726251		SRS8805906	OTHER	Danio rerio	no	NCBITaxon:7955	whole embryo	no			no			no		AB	no			no			no			no			no			no		PACE library injected	no			no			no			no			no			no			no			no		zebrafish_monosome_codontag_rep2	
PRJNA200706		SRS417387	RNA-Seq	Danio rerio	no	NCBITaxon:7955		no			no			no		TL/AB	no		2-4 cells	no			no			no			no			no			no			no			no			no			no			no			no			no		20120724_RPF-Seq_2-4Cell	
PRJNA200706		SRS417388	RNA-Seq	Danio rerio	no	NCBITaxon:7955		no			no			no		TL/AB	no		256 cells	no			no			no			no			no			no			no			no			no			no			no			no			no		20120724_RPF-Seq_256Cell	
PRJNA200706		SRS417389	RNA-Seq	Danio rerio	no	NCBITaxon:7955		no			no			no		TL/AB	no		1k cells	no			no			no			no			no			no			no			no			no			no			no			no			no		20120724_RPF-Seq_1KCell	
PRJNA200706		SRS417390	RNA-Seq	Danio rerio	no	NCBITaxon:7955		no			no			no		TL/AB	no		Dome	no			no			no			no			no			no			no			no			no			no			no			no			no		20120724_RPF-Seq_Dome	
PRJNA200706		SRS417391	RNA-Seq	Danio rerio	no	NCBITaxon:7955	whole embryos	no			no			no		TLAB	no		Shield	no			no			no		not determined	no			no			no			no			no			no			no			no			no			no		Danio rerio Shield Stage Embryos RNA-Seq	Matched to ribosome profiling experiments in SAMN02087561
PRJNA200706		SRS417392	RNA-Seq	Danio rerio	no	NCBITaxon:7955		no			no			no		TL/AB	no		Bud	no			no			no			no			no			no			no			no			no			no			no			no			no		20120724_RPF-Seq_Bud	
PRJNA200706		SRS417393	RNA-Seq	Danio rerio	no	NCBITaxon:7955		no			no			no		TL/AB	no		28 hours post fertilization	no			no			no			no			no			no			no			no			no			no			no			no			no		20120724_RPF-Seq_28hpf	
PRJNA200706		SRS417394	RNA-Seq	Danio rerio	no	NCBITaxon:7955		no			no			no		TL/AB	no		5 days post fertilization	no			no			no			no			no			no			no			no			no			no			no			no			no		20120724_RPF-Seq_5dpf	
PRJNA230112		SRS508869	RNA-Seq	Homo sapiens	no	NCBITaxon:9606		no			no		HEK293T	no			no			no			no			no			no			no			no			no			no			no			no			no			no			no		Hek293T_RNA	
PRJNA230112		SRS508870	RNA-Seq	Homo sapiens	no	NCBITaxon:9606		no			no		HEK293T	no			no			no			no			no			no			no			no			no			no			no			no			no			no			no		Hek293T_RPF	
PRJNA230112		SRS508871	RNA-Seq	Mus musculus	no	NCBITaxon:10090		no			no		3T3	no			no			no			no			no			no			no			no			no			no			no			no			no			no			no		3T3_RNA	
PRJNA230112		SRS508872	RNA-Seq	Mus musculus	no	NCBITaxon:10090		no			no		3T3	no			no			no			no			no			no			no			no			no			no			no			no			no			no			no		3T3_RPF	
PRJNA230112		SRS508873	RNA-Seq	Danio rerio	no	NCBITaxon:7955		no			no			no		AB	no		2 hours post-fertilization	no			no			no			no			no			no			no			no			no			no			no			no			no		Dre_mock_2hpf_RNA	
PRJNA230112		SRS508874	RNA-Seq	Danio rerio	no	NCBITaxon:7955		no			no			no		AB	no		2 hours post-fertilization	no			no			no			no			no			no			no			no			no			no			no			no			no		Dre_132_2hpf_RNA	
PRJNA230112		SRS508876	RNA-Seq	Danio rerio	no	NCBITaxon:7955		no			no			no		AB	no		2 hours post-fertilization	no			no			no			no			no			no			no			no			no			no			no			no			no		Dre_155_2hpf_RNA	
PRJNA230112		SRS508875	RNA-Seq	Danio rerio	no	NCBITaxon:7955		no			no			no		AB	no		4 hours post-fertilization	no			no			no			no			no			no			no			no			no			no			no			no			no		Dre_mock_4hpf_RNA	
PRJNA230112		SRS508877	RNA-Seq	Danio rerio	no	NCBITaxon:7955		no			no			no		AB	no		4 hours post-fertilization	no			no			no			no			no			no			no			no			no			no			no			no			no		Dre_132_4hpf_RNA	
PRJNA230112		SRS508878	RNA-Seq	Danio rerio	no	NCBITaxon:7955		no			no			no		AB	no		4 hours post-fertilization	no			no			no			no			no			no			no			no			no			no			no			no			no		Dre_155_4hpf_RNA	
PRJNA230112		SRS508879	RNA-Seq	Danio rerio	no	NCBITaxon:7955		no			no			no		AB	no		6 hours post-fertilization	no			no			no			no			no			no			no			no			no			no			no			no			no		Dre_mock_6hpf_RNA	
PRJNA230112		SRS508880	RNA-Seq	Danio rerio	no	NCBITaxon:7955		no			no			no		AB	no		6 hours post-fertilization	no			no			no			no			no			no			no			no			no			no			no			no			no		Dre_132_6hpf_RNA	
PRJNA230112		SRS508881	RNA-Seq	Danio rerio	no	NCBITaxon:7955		no			no			no		AB	no		6 hours post-fertilization	no			no			no			no			no			no			no			no			no			no			no			no			no		Dre_155_6hpf_RNA	
PRJNA230112		SRS508882	RNA-Seq	Danio rerio	no	NCBITaxon:7955		no			no			no		AB	no		2 hours post-fertilization	no			no			no			no			no			no			no			no			no			no			no			no			no		Dre_mock_2hpf_RPF	
PRJNA230112		SRS508884	RNA-Seq	Danio rerio	no	NCBITaxon:7955		no			no			no		AB	no		2 hours post-fertilization	no			no			no			no			no			no			no			no			no			no			no			no			no		Dre_132_2hpf_RPF	
PRJNA230112		SRS508883	RNA-Seq	Danio rerio	no	NCBITaxon:7955		no			no			no		AB	no		2 hours post-fertilization	no			no			no			no			no			no			no			no			no			no			no			no			no		Dre_155_2hpf_RPF	
PRJNA230112		SRS508886	RNA-Seq	Danio rerio	no	NCBITaxon:7955		no			no			no		AB	no		4 hours post-fertilization	no			no			no			no			no			no			no			no			no			no			no			no			no		Dre_mock_4hpf_RPF	
PRJNA230112		SRS508885	RNA-Seq	Danio rerio	no	NCBITaxon:7955		no			no			no		AB	no		4 hours post-fertilization	no			no			no			no			no			no			no			no			no			no			no			no			no		Dre_132_4hpf_RPF	
PRJNA230112		SRS508887	RNA-Seq	Danio rerio	no	NCBITaxon:7955		no			no			no		AB	no		4 hours post-fertilization	no			no			no			no			no			no			no			no			no			no			no			no			no		Dre_155_4hpf_RPF	
PRJNA230112		SRS508888	RNA-Seq	Danio rerio	no	NCBITaxon:7955		no			no			no		AB	no		6 hours post-fertilization	no			no			no			no			no			no			no			no			no			no			no			no			no		Dre_mock_6hpf_RPF	
PRJNA230112		SRS508889	RNA-Seq	Danio rerio	no	NCBITaxon:7955		no			no			no		AB	no		6 hours post-fertilization	no			no			no			no			no			no			no			no			no			no			no			no			no		Dre_132_6hpf_RPF	
PRJNA230112		SRS508890	RNA-Seq	Danio rerio	no	NCBITaxon:7955		no			no			no		AB	no		6 hours post-fertilization	no			no			no			no			no			no			no			no			no			no			no			no			no		Dre_155_6hpf_RPF	
PRJNA230112		SRS508891	RNA-Seq	Xenopus laevis	no	NCBITaxon:8355		no			no			no			no		stage 3-4	no			no			no			no			no			no			no			no			no			no			no			no			no		Xla_st3_4_RNA	
PRJNA230112		SRS508892	RNA-Seq	Xenopus laevis	no	NCBITaxon:8355		no			no			no			no		stage 3-4	no			no			no			no			no			no			no			no			no			no			no			no			no		Xla_st3_4_RPF	
PRJNA230112		SRS508893	RNA-Seq	Xenopus laevis	no	NCBITaxon:8355		no			no			no			no		stage 9	no			no			no			no			no			no			no			no			no			no			no			no			no		Xla_st9_RNA	
PRJNA230112		SRS508894	RNA-Seq	Xenopus laevis	no	NCBITaxon:8355		no			no			no			no		stage 9	no			no			no			no			no			no			no			no			no			no			no			no			no		Xla_st9_RPF	
PRJNA230112		SRS544807	RNA-Seq	Saccharomyces cerevisiae	no	NCBITaxon:4932		no			no			no		BY4741	no			no			no			no			no			no			no			no			no			no			no			no			no			no		Cerevisiae_total_PAL	
PRJNA230112		SRS544808	RNA-Seq	Saccharomyces cerevisiae	no	NCBITaxon:4932		no			no			no		BY4741	no			no			no			no			no			no			no			no			no			no			no			no			no			no		Cerevisiae_PAL	
PRJNA230112		SRS544809	RNA-Seq	Schizosaccharomyces pombe	no	NCBITaxon:4896		no			no			no		972	no			no			no			no			no			no			no			no			no			no			no			no			no			no		Pombe_PAL	
PRJNA230112		SRS544810	RNA-Seq	Arabidopsis thaliana	no	NCBITaxon:3702		no			no			no		Columbia	no			no			no			no			no			no			no			no			no			no			no			no			no			no		Arabidopsis_PAL_only	
PRJNA230112		SRS544812	RNA-Seq	Drosophila melanogaster	no	NCBITaxon:7227		no			no		S2	no			no			no			no			no			no			no			no			no			no			no			no			no			no			no		Drosophila_PAL_only	
PRJNA230112		SRS544811	RNA-Seq	Mus musculus	no	NCBITaxon:10090		no			no			no		C57BL/6	no		6 week	no			no			no		male	no			no			no			no			no			no			no			no			no			no		Liver_PAL	
PRJNA230112		SRS544813	RNA-Seq	Homo sapiens	no	NCBITaxon:9606		no			no		HEK293T	no			no			no			no			no			no			no			no			no			no			no			no			no			no			no		Hek293T_PAL	
PRJNA230112		SRS544814	RNA-Seq	Mus musculus	no	NCBITaxon:10090		no			no		3T3	no			no			no			no			no			no			no			no			no			no			no			no			no			no			no		3T3_PAL	
PRJNA230112		SRS544815	RNA-Seq	Mus musculus	no	NCBITaxon:10090		no			no		3T3	no			no			no			no			no			no			no			no			no			no			no			no			no			no			no		3T3_contact_inhibited_1_PAL_only	
PRJNA230112		SRS544816	RNA-Seq	Mus musculus	no	NCBITaxon:10090		no			no		3T3	no			no			no			no			no			no			no			no			no			no			no			no			no			no			no		3T3_contact_inhibited_2_PAL_only	
PRJNA230112		SRS544817	RNA-Seq	Mus musculus	no	NCBITaxon:10090		no			no		3T3	no			no			no			no			no			no			no			no			no			no			no			no			no			no			no		3T3_polysome_profile_0_ribosomes_PAL_only	
PRJNA230112		SRS544818	RNA-Seq	Mus musculus	no	NCBITaxon:10090		no			no		3T3	no			no			no			no			no			no			no			no			no			no			no			no			no			no			no		3T3_polysome_profile_1_ribosome_PAL_only	
PRJNA230112		SRS544819	RNA-Seq	Mus musculus	no	NCBITaxon:10090		no			no		3T3	no			no			no			no			no			no			no			no			no			no			no			no			no			no			no		3T3_polysome_profile_2_ribosomes_PAL_only	
PRJNA230112		SRS544820	RNA-Seq	Mus musculus	no	NCBITaxon:10090		no			no		3T3	no			no			no			no			no			no			no			no			no			no			no			no			no			no			no		3T3_polysome_profile_3_ribosomes_PAL_only	
PRJNA230112		SRS544821	RNA-Seq	Mus musculus	no	NCBITaxon:10090		no			no		3T3	no			no			no			no			no			no			no			no			no			no			no			no			no			no			no		3T3_polysome_profile_4_ribosomes_PAL_only	
PRJNA230112		SRS544822	RNA-Seq	Mus musculus	no	NCBITaxon:10090		no			no		3T3	no			no			no			no			no			no			no			no			no			no			no			no			no			no			no		3T3_polysome_profile_5.5_ribosomes_PAL_only	
PRJNA230112		SRS544823	RNA-Seq	Mus musculus	no	NCBITaxon:10090		no			no		3T3	no			no			no			no			no			no			no			no			no			no			no			no			no			no			no		3T3_polysome_profile_7.5_ribosomes_PAL_only	
PRJNA230112		SRS544824	RNA-Seq	Mus musculus	no	NCBITaxon:10090		no			no		3T3	no			no			no			no			no			no			no			no			no			no			no			no			no			no			no		3T3_polysome_profile_11_ribosomes_PAL_only	
PRJNA230112		SRS544825	RNA-Seq	Homo sapiens	no	NCBITaxon:9606		no			no		HeLa	no			no			no			no			no			no			no			no			no			no			no			no			no			no			no		HeLa_PAL_only	
PRJNA230112		SRS544826	RNA-Seq	Homo sapiens	no	NCBITaxon:9606		no			no		HeLa	no			no			no			no			no			no			no			no			no			no			no			no			no			no			no		HeLa_total_PAL_only	
PRJNA230112		SRS544827	RNA-Seq	Danio rerio	no	NCBITaxon:7955		no			no			no		AB	no		2 hours post-fertilization	no			no			no			no			no			no			no			no			no			no			no			no			no		Dre_mock_2hpf_PAL	
PRJNA230112		SRS544828	RNA-Seq	Danio rerio	no	NCBITaxon:7955		no			no			no		AB	no		2 hours post-fertilization	no			no			no			no			no			no			no			no			no			no			no			no			no		Dre_132_2hpf_PAL	
PRJNA230112		SRS544829	RNA-Seq	Danio rerio	no	NCBITaxon:7955		no			no			no		AB	no		2 hours post-fertilization	no			no			no			no			no			no			no			no			no			no			no			no			no		Dre_155_2hpf_PAL	
PRJNA230112		SRS544830	RNA-Seq	Danio rerio	no	NCBITaxon:7955		no			no			no		AB	no		4 hours post-fertilization	no			no			no			no			no			no			no			no			no			no			no			no			no		Dre_mock_4hpf_PAL	
PRJNA230112		SRS544831	RNA-Seq	Danio rerio	no	NCBITaxon:7955		no			no			no		AB	no		4 hours post-fertilization	no			no			no			no			no			no			no			no			no			no			no			no			no		Dre_132_4hpf_PAL	
PRJNA230112		SRS544832	RNA-Seq	Danio rerio	no	NCBITaxon:7955		no			no			no		AB	no		4 hours post-fertilization	no			no			no			no			no			no			no			no			no			no			no			no			no		Dre_155_4hpf_PAL	
PRJNA230112		SRS544833	RNA-Seq	Danio rerio	no	NCBITaxon:7955		no			no			no		AB	no		6 hours post-fertilization	no			no			no			no			no			no			no			no			no			no			no			no			no		Dre_mock_6hpf_PAL	
PRJNA230112		SRS544834	RNA-Seq	Danio rerio	no	NCBITaxon:7955		no			no			no		AB	no		6 hours post-fertilization	no			no			no			no			no			no			no			no			no			no			no			no			no		Dre_132_6hpf_PAL	
PRJNA230112		SRS544835	RNA-Seq	Danio rerio	no	NCBITaxon:7955		no			no			no		AB	no		6 hours post-fertilization	no			no			no			no			no			no			no			no			no			no			no			no			no		Dre_155_6hpf_PAL	
PRJNA230112		SRS544836	RNA-Seq	Xenopus laevis	no	NCBITaxon:8355		no			no			no			no		stage 3-4	no			no			no			no			no			no			no			no			no			no			no			no			no		Xla_st3_4_PAL	
PRJNA230112		SRS544837	RNA-Seq	Xenopus laevis	no	NCBITaxon:8355		no			no			no			no		stage 9	no			no			no			no			no			no			no			no			no			no			no			no			no		Xla_st9_PAL	
PRJNA230112		SRS544838	RNA-Seq	Xenopus laevis	no	NCBITaxon:8355		no			no			no			no		stage 12-12.5	no			no			no			no			no			no			no			no			no			no			no			no			no		Xla_st12_12.5_RNA	
PRJNA230112		SRS544839	RNA-Seq	Xenopus laevis	no	NCBITaxon:8355		no			no			no			no		stage 12-12.5	no			no			no			no			no			no			no			no			no			no			no			no			no		Xla_st12_12.5_RPF	
PRJNA230112		SRS544840	RNA-Seq	Xenopus laevis	no	NCBITaxon:8355		no			no			no			no		stage 12-12.5	no			no			no			no			no			no			no			no			no			no			no			no			no		Xla_st12_12.5_PAL	
PRJNA230112		SRS508865	RNA-Seq	Schizosaccharomyces pombe	no	NCBITaxon:4896		no			no			no		972	no			no			no			no			no			no			no			no			no			no			no			no			no			no		Pombe_RNA	
PRJNA230112		SRS508866	RNA-Seq	Schizosaccharomyces pombe	no	NCBITaxon:4896		no			no			no		972	no			no			no			no			no			no			no			no			no			no			no			no			no			no		Pombe_RPF	
PRJNA230112		SRS508868	RNA-Seq	Mus musculus	no	NCBITaxon:10090		no			no			no		C57BL/6	no		6 week	no			no			no		male	no			no			no			no			no			no			no			no			no			no		Liver_RNA	
PRJNA230112		SRS508867	RNA-Seq	Mus musculus	no	NCBITaxon:10090		no			no			no		C57BL/6	no		6 week	no			no			no		male	no			no			no			no			no			no			no			no			no			no		Liver_RPF	
PRJNA1174207		SRS22938427	RNA-Seq	Danio rerio	no	NCBITaxon:7955	whole embryo	no		cell	no	CL:0000000		no			no		24 hpf stage	no		wild type	no			no			no			no			no			no			no			no			no			no			no			no		Zebrafish, RNAseq, lSibling-24HPF-3	
PRJNA1174207		SRS22938432	RNA-Seq	Danio rerio	no	NCBITaxon:7955	whole embryo	no		cell	no	CL:0000000		no			no		24 hpf stage	no		wild type	no			no			no			no			no			no			no			no			no			no			no			no		Zebrafish, RNAseq, lSibling-24HPF-4	
PRJNA1174207		SRS22938426	RNA-Seq	Danio rerio	no	NCBITaxon:7955	whole embryo	no		cell	no	CL:0000000		no			no		24 hpf stage	no		wild type	no			no			no			no			no			no			no			no			no			no			no			no		Zebrafish, RNAseq, lSibling-24HPF-5	
PRJNA1174207		SRS22938430	RNA-Seq	Danio rerio	no	NCBITaxon:7955	whole embryo	no		cell	no	CL:0000000		no			no		4-cell stage	no		wild type	no			no			no			no			no			no			no			no			no			no			no			no		Zebrafish, RNAseq, Sibling-4cell-1	
PRJNA1174207		SRS22938431	RNA-Seq	Danio rerio	no	NCBITaxon:7955	whole embryo	no		cell	no	CL:0000000		no			no		4-cell stage	no		wild type	no			no			no			no			no			no			no			no			no			no			no			no		Zebrafish, RNAseq, Sibling-4cell-2	
PRJNA1174207		SRS22938428	RNA-Seq	Danio rerio	no	NCBITaxon:7955	whole embryo	no		cell	no	CL:0000000		no			no		4-cell stage	no		wild type	no			no			no			no			no			no			no			no			no			no			no			no		Zebrafish, RNAseq, Sibling-4cell-4	
PRJNA1174207		SRS22938433	RNA-Seq	Danio rerio	no	NCBITaxon:7955	whole embryo	no		cell	no	CL:0000000		no			no		sphere stage	no		wild type	no			no			no			no			no			no			no			no			no			no			no			no		Zebrafish, RNAseq, Sibling-sphere-1	
PRJNA1174207		SRS22938429	RNA-Seq	Danio rerio	no	NCBITaxon:7955	whole embryo	no		cell	no	CL:0000000		no			no		sphere stage	no		wild type	no			no			no			no			no			no			no			no			no			no			no			no		Zebrafish, RNAseq, Sibling-sphere-3	
PRJNA1174207		SRS22938436	RNA-Seq	Danio rerio	no	NCBITaxon:7955	whole embryo	no		cell	no	CL:0000000		no			no		sphere stage	no		wild type	no			no			no			no			no			no			no			no			no			no			no			no		Zebrafish, RNAseq, Sibling-sphere-4	
PRJNA1174207		SRS22938434	RNA-Seq	Danio rerio	no	NCBITaxon:7955	whole embryo	no		cell	no	CL:0000000		no			no		24 hpf stage	no		Mrbm24a	no			no			no			no			no			no			no			no			no			no			no			no		Zebrafish, RNAseq, M-24HPF-1	
PRJNA1174207		SRS22938442	RNA-Seq	Danio rerio	no	NCBITaxon:7955	whole embryo	no		cell	no	CL:0000000		no			no		24 hpf stage	no		Mrbm24a	no			no			no			no			no			no			no			no			no			no			no			no		Zebrafish, RNAseq, M-24HPF-2	
PRJNA1174207		SRS22938437	RNA-Seq	Danio rerio	no	NCBITaxon:7955	whole embryo	no		cell	no	CL:0000000		no			no		24 hpf stage	no		Mrbm24a	no			no			no			no			no			no			no			no			no			no			no			no		Zebrafish, RNAseq, M-24HPF-3	
PRJNA1174207		SRS22938435	RNA-Seq	Danio rerio	no	NCBITaxon:7955	whole embryo	no		cell	no	CL:0000000		no			no		24 hpf stage	no		Mrbm24a	no			no			no			no			no			no			no			no			no			no			no			no		Zebrafish, RNAseq, M-24HPF-4	
PRJNA1174207		SRS22938441	RNA-Seq	Danio rerio	no	NCBITaxon:7955	whole embryo	no		cell	no	CL:0000000		no			no		4-cell stage	no		Mrbm24a	no			no			no			no			no			no			no			no			no			no			no			no		Zebrafish, Riboseq, M-4cell-2	
PRJNA1174207		SRS22938438	RNA-Seq	Danio rerio	no	NCBITaxon:7955	whole embryo	no		cell	no	CL:0000000		no			no		4-cell stage	no		Mrbm24a	no			no			no			no			no			no			no			no			no			no			no			no		Zebrafish, Riboseq, M-4cell-3	
PRJNA1174207		SRS22938443	RNA-Seq	Danio rerio	no	NCBITaxon:7955	whole embryo	no		cell	no	CL:0000000		no			no		4-cell stage	no		Mrbm24a	no			no			no			no			no			no			no			no			no			no			no			no		Zebrafish, Riboseq, M-4cell-4	
PRJNA1174207		SRS22938440	RNA-Seq	Danio rerio	no	NCBITaxon:7955	whole embryo	no		cell	no	CL:0000000		no			no		4-cell stage	no		Mrbm24a	no			no			no			no			no			no			no			no			no			no			no			no		Zebrafish, Riboseq, M-4cell-5	
PRJNA1174207		SRS22938439	RNA-Seq	Danio rerio	no	NCBITaxon:7955	whole embryo	no		cell	no	CL:0000000		no			no		sphere stage	no		Mrbm24a	no			no			no			no			no			no			no			no			no			no			no			no		Zebrafish, Riboseq, M-sphere-1	
PRJNA1174207		SRS22938445	RNA-Seq	Danio rerio	no	NCBITaxon:7955	whole embryo	no		cell	no	CL:0000000		no			no		sphere stage	no		Mrbm24a	no			no			no			no			no			no			no			no			no			no			no			no		Zebrafish, Riboseq, M-sphere-2	
PRJNA1174207		SRS22938444	RNA-Seq	Danio rerio	no	NCBITaxon:7955	whole embryo	no		cell	no	CL:0000000		no			no		sphere stage	no		Mrbm24a	no			no			no			no			no			no			no			no			no			no			no			no		Zebrafish, Riboseq, M-sphere-4	
PRJNA1174207		SRS22938447	RNA-Seq	Danio rerio	no	NCBITaxon:7955	whole embryo	no		cell	no	CL:0000000		no			no		sphere stage	no		Mrbm24a	no			no			no			no			no			no			no			no			no			no			no			no		Zebrafish, Riboseq, M-sphere-5	
PRJNA1321709		SRS26440073	OTHER	Danio rerio	no	NCBITaxon:7955	brain	no	UBERON:0000955	brain	no	UBERON:0000955	primary cells	no			no			no		nop2 sibling	no			no			no			no			no			no			no			no			no			no			no			no		nop2 sibling zebrafish (48 dpf) brain tissues for ribo-seq	
PRJNA1321709		SRS26440075	OTHER	Danio rerio	no	NCBITaxon:7955	brain	no	UBERON:0000955	brain	no	UBERON:0000955	primary cells	no			no			no		nop2 mutant	no			no			no			no			no			no			no			no			no			no			no			no		nop2 mutant zebrafish (48 dpf) brain tissues for ribo-seq	
